study_id,outcome,theme,events_x,sample_size_n,country,facility_level,setting,surgical_specialty,denominator_type,ascertainment_window_days,year_start,year_end,pathogen,antibiotic,who_class,ast_method,breakpoint_standard,breakpoint_version,specimen_type,mdr_definition_text,n_mdr,n_xdr,esbl_test,n_esbl_positive,carbapenemase_test,n_carbapenemase_positive,carbapenemase_genes,mrsa_detection_method,resistance_gene_markers,mic_unit,mic_breakpoint_s,mic_breakpoint_r,zone_diameter_unit,ssi_type,readmission_window_days,reoperation_definition_text
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,amr_prevalence,8,8,Ethiopia,tertiary,hospital,,isolates,,2019,2019,Pseudomonas aeruginosa,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2018,wound_swab,Multi-drug resistance (MDR) to commonly used antibiotics was identified.,,,,,,,,,,,,,mm,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,amr_prevalence,6,6,Ethiopia,tertiary,hospital,,isolates,,2019,2019,Proteus spp.,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2018,wound_swab,Multi-drug resistance (MDR) to commonly used antibiotics was identified.,,,,,,,,,,,,,mm,,,
DeNardo2016-Tanzania-Dodoma-2013-1,amr_prevalence,amr_prevalence,34,43,Tanzania,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,oxacillin,critically_important,disk_diffusion,EUCAST,"Version 5.0, 2015",wound_swab,,,,,,,,,diffusion method with oxacillin disc,,,,,,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,amr_prevalence,26,29,Ethiopia,tertiary,hospital,,isolates,,2022,2022,Escherichia coli,cefepime,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,MDR: resistant to at least one agent in three or more antimicrobial categories.,14.0,11,double-disc synergy test,25.0,modified Hodge test,4.0,"NDM (2), KPC (1)",,,,,,mm,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,amr_prevalence,14,14,Ethiopia,tertiary,hospital,,isolates,,2022,2022,Klebsiella pneumoniae,cefepime,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,MDR: resistant to at least one agent in three or more antimicrobial categories.,3.0,10,double-disc synergy test,7.0,modified Hodge test,7.0,,,,,,,mm,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,amr_prevalence,4,29,Ethiopia,tertiary,hospital,,isolates,,2022,2022,Escherichia coli,meropenem,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,MDR: resistant to at least one agent in three or more antimicrobial categories.,14.0,11,double-disc synergy test,25.0,modified Hodge test,4.0,"NDM (2), KPC (1)",,,,,,mm,,,
Odoko2024-Ethiopia-SodoHospitals-2022-01,amr_prevalence,amr_prevalence,9,14,Ethiopia,tertiary,hospital,,isolates,,2022,2022,Klebsiella pneumoniae,meropenem,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,MDR: resistant to at least one agent in three or more antimicrobial categories.,3.0,10,double-disc synergy test,7.0,modified Hodge test,7.0,,,,,,,mm,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,amr_prevalence,12,17,Uganda,tertiary,hospital,,isolates,,2007,2007,Staphylococcus aureus,ciprofloxacin,critically_important,disk_diffusion,CLSI,CLSI 2003,wound_swab,,,,,,,,,PCR,,,,,mm,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,amr_prevalence,0,17,Uganda,tertiary,hospital,,isolates,,2007,2007,Staphylococcus aureus,vancomycin,critically_important,disk_diffusion,CLSI,CLSI 2003,wound_swab,,,,,,,,,PCR,,,,,mm,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,amr_prevalence,0,17,Uganda,tertiary,hospital,,isolates,,2007,2007,Staphylococcus aureus,clindamycin,critically_important,disk_diffusion,CLSI,CLSI 2003,wound_swab,Inducible clindamycin resistance detected by D-test; 82.4% positive.,,,,,,,,PCR,erm gene (inducible resistance),,,,mm,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,amr_prevalence,10,17,Uganda,tertiary,hospital,,isolates,,2007,2007,Staphylococcus aureus,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2003,wound_swab,,,,,,,,,PCR,,,,,mm,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,amr_prevalence,15,17,Uganda,tertiary,hospital,,isolates,,2007,2007,Staphylococcus aureus,co-trimoxazole,highly_important,disk_diffusion,CLSI,CLSI 2003,wound_swab,,,,,,,,,PCR,,,,,mm,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,amr_prevalence,15,17,Uganda,tertiary,hospital,,isolates,,2007,2007,Staphylococcus aureus,chloramphenicol,highly_important,disk_diffusion,CLSI,CLSI 2003,wound_swab,,,,,,,,,PCR,,,,,mm,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,amr_prevalence,15,17,Uganda,tertiary,hospital,,isolates,,2007,2007,Staphylococcus aureus,erythromycin,critically_important,disk_diffusion,CLSI,CLSI 2003,wound_swab,,,,,,,,,PCR,,,,,mm,,,
Ojulong2009-Uganda-Mulago-2007-01,amr_prevalence,amr_prevalence,17,54,Uganda,tertiary,hospital,,isolates,,2007,2007,Staphylococcus aureus,oxacillin,critically_important,"oxacillin agar screen, PCR for mecA",CLSI,NCCLS 2003,wound_swab,,,,,,,,,PCR for mecA gene,mecA,,,,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,amr_prevalence,0,14,Gabon,tertiary,hospital,,isolates,,2009,2009,Staphylococcus aureus,cloxacillin,important,MIC_broth,CLSI,CLSI 2007,wound_swab,,,,,,,,,PBP2a-agglutination test for cefoxitin-resistant S. aureus,,,,,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,amr_prevalence,13,14,Gabon,tertiary,hospital,,isolates,,2009,2009,Escherichia coli,ampicillin,important,MIC_broth,CLSI,CLSI 2007,urine,ESBL production confirmed by double-disks method.,5.0,,double-disks method,5.0,,,,,,,,,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,amr_prevalence,5,14,Gabon,tertiary,hospital,,isolates,,2009,2009,Escherichia coli,ceftriaxone,critically_important,MIC_broth,CLSI,CLSI 2007,urine,ESBL production confirmed by double-disks method.,5.0,,double-disks method,5.0,,,,,,,,,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,amr_prevalence,amr_prevalence,3,6,Gabon,tertiary,hospital,,isolates,,2009,2009,Klebsiella pneumoniae,ceftriaxone,critically_important,MIC_broth,CLSI,CLSI 2007,urine,ESBL production confirmed by double-disks method.,3.0,,double-disks method,3.0,,,,,,,,,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,amr_prevalence,3,3,Rwanda,secondary,hospital,,isolates,,2019,2020,Escherichia coli,ceftriaxone,critically_important,VITEK2,study_defined,,wound_swab,,,,,,,,,,,,,,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,amr_prevalence,8,8,Rwanda,secondary,hospital,,isolates,,2019,2020,Klebsiella pneumoniae,ceftriaxone,critically_important,VITEK2,study_defined,,wound_swab,,,,,,,,,,,,,,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,amr_prevalence,7,8,Rwanda,secondary,hospital,,isolates,,2019,2020,Proteus spp.,ceftriaxone,critically_important,VITEK2,study_defined,,wound_swab,,,,,,,,,,,,,,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,amr_prevalence,8,8,Rwanda,secondary,hospital,,isolates,,2019,2020,Enterobacter cloacae complex,ceftriaxone,critically_important,VITEK2,study_defined,,wound_swab,,,,,,,,,,,,,,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,amr_prevalence,9,9,Rwanda,secondary,hospital,,isolates,,2019,2020,Acinetobacter baumannii complex,ceftriaxone,critically_important,VITEK2,study_defined,,wound_swab,,,,,,,,,,,,,,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,amr_prevalence,amr_prevalence,2,2,Rwanda,secondary,hospital,,isolates,,2019,2020,Staphylococcus aureus,cefoxitin,critically_important,VITEK2,study_defined,,wound_swab,MRSA defined as resistance to cefoxitin.,,,,,,,,cefoxitin resistance by VITEK2,,,,,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,amr_prevalence,43,44,Uganda,tertiary,hospital,,isolates,,2017,2018,Klebsiella species,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2017,wound_swab,,,,disc diffusion with ceftazidime/clavulanate,,phenotypic (carbapenem resistance),15.0,,,,,,,mm,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,amr_prevalence,40,44,Uganda,tertiary,hospital,,isolates,,2017,2018,Klebsiella species,ceftazidime,critically_important,disk_diffusion,CLSI,CLSI 2017,wound_swab,,,,disc diffusion with ceftazidime/clavulanate,19.0,phenotypic (carbapenem resistance),15.0,,,,,,,mm,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,amr_prevalence,11,11,Uganda,tertiary,hospital,,isolates,,2017,2018,Escherichia coli,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2017,wound_swab,,,,disc diffusion with ceftazidime/clavulanate,,,0.0,,,,,,,mm,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,amr_prevalence,11,11,Uganda,tertiary,hospital,,isolates,,2017,2018,Escherichia coli,ceftazidime,critically_important,disk_diffusion,CLSI,CLSI 2017,wound_swab,,,,disc diffusion with ceftazidime/clavulanate,10.0,,0.0,,,,,,,mm,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,amr_prevalence,amr_prevalence,31,34,Uganda,tertiary,hospital,,isolates,,2017,2018,Staphylococcus aureus,methicillin,critically_important,PCR (mecA gene),study_defined,,wound_swab,,,,,,,,,PCR for mecA gene,mecA,,,,,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,amr_prevalence,41,43,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Acinetobacter baumannii,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,,,,Combination Disk Test (CDT),40.0,PCR and sequencing,,"blaOXA, blaNDM",,"blaCTX−M, blaTEM, blaOXA, blaNDM",,,,mm,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,amr_prevalence,41,43,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Acinetobacter baumannii,ceftazidime,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,,,,Combination Disk Test (CDT),,,,,,,,,,mm,,,
Worku2024-Ethiopia-Multicenter-2020-2021-1,amr_prevalence,amr_prevalence,37,43,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Acinetobacter baumannii,imipenem,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,,,,,,PCR and sequencing,37.0,"blaOXA, blaNDM",,"blaOXA, blaNDM",,,,mm,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,amr_prevalence,138,153,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Staphylococcus aureus,penicillin,important,disk_diffusion,CLSI,CLSI 2021,wound_swab,Resistance to at least one drug in three or more categories.,153.0,,,,,,,Cefoxitin disk as surrogate marker,,,,,mm,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,amr_prevalence,117,153,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Staphylococcus aureus,ampicillin,important,disk_diffusion,CLSI,CLSI 2021,wound_swab,Resistance to at least one drug in three or more categories.,153.0,,,,,,,Cefoxitin disk as surrogate marker,,,,,mm,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,amr_prevalence,0,153,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Staphylococcus aureus,vancomycin,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,Resistance to at least one drug in three or more categories.,153.0,,,,,,,Cefoxitin disk as surrogate marker,,,,,mm,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,amr_prevalence,96,102,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Escherichia coli,ampicillin,important,disk_diffusion,CLSI,CLSI 2021,wound_swab,Resistance to at least one drug in three or more categories.,98.0,,,,,,,,,,,,mm,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,amr_prevalence,101,102,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Escherichia coli,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,Resistance to at least one drug in three or more categories.,98.0,,,,,,,,,,,,mm,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,amr_prevalence,amr_prevalence,12,102,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Escherichia coli,imipenem,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,Resistance to at least one drug in three or more categories.,98.0,,,,,,,,,,,,mm,,,
Worku2023-Ethiopia-FourHospitals-2020-2021-1,amr_prevalence,amr_prevalence,40,163,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Staphylococcus aureus,cefoxitin,critically_important,disk_diffusion,CLSI,CLSI 2021,wound_swab,,,,,,,,,Cefoxitin disk diffusion and mecA PCR,"mecA, femA, vanA, vanB",µg/mL,,8,mm,,,
Worku2023-Ethiopia-FourHospitals-2020-2021-1,amr_prevalence,amr_prevalence,1,40,Ethiopia,tertiary,hospital,,isolates,,2020,2021,Staphylococcus aureus,vancomycin,critically_important,MIC_broth,CLSI,CLSI 2021,wound_swab,,,,,,,,,,"vanA, vanB",µg/mL,,8,,,,
