study_id,theme,subtheme,summary,quote,quote_page,quote_section,location_context,confidence
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 169/212 (79.72%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 169/212 (79.72%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 3/3 (100.0%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 3/3 (100.0%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 3/3 (100.0%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 3/3 (100.0%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 13/15 (86.67%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 13/15 (86.67%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 13/15 (86.67%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 13/15 (86.67%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 23/29 (79.31%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 23/29 (79.31%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 23/29 (79.31%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 23/29 (79.31%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 130/165 (78.79%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 130/165 (78.79%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 130/165 (78.79%) in Cameroon, general, 2010-2011",,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 130/165 (78.79%) in Cameroon, general, 2010-2011",,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,burden_incidence,overall_incidence,"SSI incidence 96/128 (75.0%) in Ethiopia, general, 2012-2012",,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,burden_incidence,specialty_specific,"SSI incidence 96/128 (75.0%) in Ethiopia, general, 2012-2012",,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,burden_incidence,geographic_variation,"SSI incidence 96/128 (75.0%) in Ethiopia, general, 2012-2012",,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,burden_incidence,overall_incidence,"SSI incidence 53/251 (21.12%) in Ethiopia, general, 2019-2019",,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,burden_incidence,specialty_specific,"SSI incidence 53/251 (21.12%) in Ethiopia, general, 2019-2019",,,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,burden_incidence,geographic_variation,"SSI incidence 53/251 (21.12%) in Ethiopia, general, 2019-2019",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,overall_incidence,"SSI incidence 34/294 (11.56%) in Rwanda, general, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,specialty_specific,"SSI incidence 34/294 (11.56%) in Rwanda, general, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,geographic_variation,"SSI incidence 34/294 (11.56%) in Rwanda, general, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,temporal_trends,"SSI incidence 34/294 (11.56%) in Rwanda, general, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,overall_incidence,"SSI incidence 26/217 (11.98%) in Rwanda, orthopedics, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,specialty_specific,"SSI incidence 26/217 (11.98%) in Rwanda, orthopedics, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,geographic_variation,"SSI incidence 26/217 (11.98%) in Rwanda, orthopedics, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,temporal_trends,"SSI incidence 26/217 (11.98%) in Rwanda, orthopedics, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,overall_incidence,"SSI incidence 8/66 (12.12%) in Rwanda, general, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,specialty_specific,"SSI incidence 8/66 (12.12%) in Rwanda, general, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,geographic_variation,"SSI incidence 8/66 (12.12%) in Rwanda, general, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,temporal_trends,"SSI incidence 8/66 (12.12%) in Rwanda, general, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,overall_incidence,"SSI incidence 0/11 (0.0%) in Rwanda, urology, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,specialty_specific,"SSI incidence 0/11 (0.0%) in Rwanda, urology, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,geographic_variation,"SSI incidence 0/11 (0.0%) in Rwanda, urology, 2017-2018",,,,,
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,temporal_trends,"SSI incidence 0/11 (0.0%) in Rwanda, urology, 2017-2018",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,overall_incidence,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,specialty_specific,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,geographic_variation,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,overall_incidence,"SSI incidence 138/467 (29.55%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,specialty_specific,"SSI incidence 138/467 (29.55%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,geographic_variation,"SSI incidence 138/467 (29.55%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,overall_incidence,"SSI incidence 69/467 (14.78%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,specialty_specific,"SSI incidence 69/467 (14.78%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,geographic_variation,"SSI incidence 69/467 (14.78%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,overall_incidence,"SSI incidence 5/467 (1.07%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,specialty_specific,"SSI incidence 5/467 (1.07%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,geographic_variation,"SSI incidence 5/467 (1.07%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,overall_incidence,"SSI incidence 8/147 (5.44%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,specialty_specific,"SSI incidence 8/147 (5.44%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,geographic_variation,"SSI incidence 8/147 (5.44%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,temporal_trends,"SSI incidence 8/147 (5.44%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,overall_incidence,"SSI incidence 4/154 (2.6%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,specialty_specific,"SSI incidence 4/154 (2.6%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,geographic_variation,"SSI incidence 4/154 (2.6%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,temporal_trends,"SSI incidence 4/154 (2.6%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,overall_incidence,"SSI incidence 12/301 (3.99%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,specialty_specific,"SSI incidence 12/301 (3.99%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,geographic_variation,"SSI incidence 12/301 (3.99%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,temporal_trends,"SSI incidence 12/301 (3.99%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,overall_incidence,"SSI incidence 20/2925 (0.68%) in Gabon, general, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,specialty_specific,"SSI incidence 20/2925 (0.68%) in Gabon, general, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,geographic_variation,"SSI incidence 20/2925 (0.68%) in Gabon, general, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,overall_incidence,"SSI incidence 20/1059 (1.89%) in Gabon, general, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,specialty_specific,"SSI incidence 20/1059 (1.89%) in Gabon, general, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,geographic_variation,"SSI incidence 20/1059 (1.89%) in Gabon, general, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,overall_incidence,"SSI incidence 3/26 (11.54%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,specialty_specific,"SSI incidence 3/26 (11.54%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,geographic_variation,"SSI incidence 3/26 (11.54%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,overall_incidence,"SSI incidence 5/80 (6.25%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,specialty_specific,"SSI incidence 5/80 (6.25%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,geographic_variation,"SSI incidence 5/80 (6.25%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,burden_incidence,overall_incidence,"SSI incidence 45/795 (5.66%) in Rwanda, obstetrics/gynecology, 2019-2020",,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,burden_incidence,specialty_specific,"SSI incidence 45/795 (5.66%) in Rwanda, obstetrics/gynecology, 2019-2020",,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,burden_incidence,geographic_variation,"SSI incidence 45/795 (5.66%) in Rwanda, obstetrics/gynecology, 2019-2020",,,,,
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,burden_incidence,temporal_trends,"SSI incidence 45/795 (5.66%) in Rwanda, obstetrics/gynecology, 2019-2020",,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,burden_incidence,overall_incidence,"SSI incidence 109/109 (100.0%) in Uganda, obstetrics/gynecology, 2017-2018",,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,burden_incidence,specialty_specific,"SSI incidence 109/109 (100.0%) in Uganda, obstetrics/gynecology, 2017-2018",,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,burden_incidence,geographic_variation,"SSI incidence 109/109 (100.0%) in Uganda, obstetrics/gynecology, 2017-2018",,,,,
Wekesa2020-Uganda-MulagoHospital-201711201804-01,burden_incidence,temporal_trends,"SSI incidence 109/109 (100.0%) in Uganda, obstetrics/gynecology, 2017-2018",,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,overall_incidence,"SSI incidence 752/752 (100.0%) in Ethiopia, general, 2020-2021",,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,specialty_specific,"SSI incidence 752/752 (100.0%) in Ethiopia, general, 2020-2021",,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,geographic_variation,"SSI incidence 752/752 (100.0%) in Ethiopia, general, 2020-2021",,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,temporal_trends,"SSI incidence 752/752 (100.0%) in Ethiopia, general, 2020-2021",,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,overall_incidence,"SSI incidence 493/752 (65.56%) in Ethiopia, general, 2020-2021",,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,specialty_specific,"SSI incidence 493/752 (65.56%) in Ethiopia, general, 2020-2021",,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,geographic_variation,"SSI incidence 493/752 (65.56%) in Ethiopia, general, 2020-2021",,,,,
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,temporal_trends,"SSI incidence 493/752 (65.56%) in Ethiopia, general, 2020-2021",,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 12/12 (100.0%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 12/12 (100.0%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ampicillin: 12/12 (100.0%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ampicillin: 12/12 (100.0%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ampicillin: 7/8 (87.5%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ampicillin: 7/8 (87.5%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / ampicillin: 7/8 (87.5%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ampicillin: 7/8 (87.5%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 11/12 (91.67%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 11/12 (91.67%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 11/12 (91.67%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 11/12 (91.67%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/8 (37.5%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/8 (37.5%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/8 (37.5%),,,,,
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/8 (37.5%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / amoxicillin: 27/31 (87.1%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / amoxicillin: 27/31 (87.1%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / amoxicillin: 27/31 (87.1%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ampicillin: 22/31 (70.97%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ampicillin: 22/31 (70.97%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ampicillin: 22/31 (70.97%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / vancomycin: 3/31 (9.68%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / vancomycin: 3/31 (9.68%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / vancomycin: 3/31 (9.68%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 5/31 (16.13%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 5/31 (16.13%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 5/31 (16.13%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / ampicillin: 22/26 (84.62%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / ampicillin: 22/26 (84.62%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / ampicillin: 22/26 (84.62%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 5/26 (19.23%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 5/26 (19.23%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 5/26 (19.23%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / meropenem: 6/26 (23.08%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / meropenem: 6/26 (23.08%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / meropenem: 6/26 (23.08%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / ampicillin: 14/17 (82.35%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / ampicillin: 14/17 (82.35%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella spp. / ampicillin: 14/17 (82.35%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / meropenem: 2/17 (11.76%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / meropenem: 2/17 (11.76%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella spp. / meropenem: 2/17 (11.76%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / gentamicin: 2/17 (11.76%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / gentamicin: 2/17 (11.76%),,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella spp. / gentamicin: 2/17 (11.76%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / penicillin: 14/14 (100.0%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / penicillin: 14/14 (100.0%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / penicillin: 14/14 (100.0%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / penicillin: 14/14 (100.0%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefoxitin: 6/14 (42.86%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefoxitin: 6/14 (42.86%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / cefoxitin: 6/14 (42.86%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cefoxitin: 6/14 (42.86%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 8/9 (88.89%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 8/9 (88.89%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ampicillin: 8/9 (88.89%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ampicillin: 8/9 (88.89%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / ampicillin: 7/7 (100.0%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / ampicillin: 7/7 (100.0%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Klebsiella pneumoniae / ampicillin: 7/7 (100.0%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / ampicillin: 7/7 (100.0%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacteriaceae / ampicillin: 21/23 (91.3%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacteriaceae / ampicillin: 21/23 (91.3%),,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,amr_prevalence,specimen_site,AMR prevalence for Enterobacteriaceae / ampicillin: 21/23 (91.3%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / vancomycin: 2/22 (9.09%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / vancomycin: 2/22 (9.09%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / vancomycin: 2/22 (9.09%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 3/22 (13.64%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 3/22 (13.64%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 3/22 (13.64%),,,,,
